,0
505,2
506,2
507,4
508,6
509,5
510,1
511,2
512,3
513,2
514,2
515,3
516,3
517,6
518,1
519,6
520,5
521,1
522,5
523,6
524,6
525,5
526,1
527,5
528,2
529,1
530,5
531,6
532,2
533,0
534,3
535,6
536,0
537,4
538,0
539,0
540,0
541,4
542,0
543,1
544,2
545,5
546,5
547,5
548,2
549,4
550,5
551,5
552,6
553,2
554,1
555,0
556,0
557,1
558,3
559,4
560,2
561,5
562,6
563,5
564,5
565,3
566,5
567,6
568,0
569,0
570,2
571,6
572,5
573,2
574,0
575,5
576,3
577,2
578,1
579,2
580,1
581,5
582,5
583,0
584,5
585,6
586,5
587,5
588,3
589,5
590,4
591,1
592,2
593,1
594,2
595,5
596,1
597,2
598,4
599,0
600,5
601,1
602,4
603,5
604,6
605,0
606,5
607,3
608,4
609,5
610,1
611,2
612,4
613,0
614,5
615,1
616,5
617,4
618,2
619,5
620,2
621,3
622,0
623,5
624,5
625,2
626,6
627,0
628,1
629,6
630,1
631,6
632,2
633,5
634,0
635,0
636,5
637,5
638,2
639,2
640,6
641,5
642,2
643,2
644,1
645,5
646,1
647,0
648,2
649,4
650,5
651,6
652,1
653,2
654,5
655,5
656,2
657,6
658,2
659,5
660,6
661,2
662,2
663,5
664,2
665,4
666,6
667,5
668,0
669,5
670,3
671,5
672,1
673,5
674,5
675,0
676,4
677,3
678,0
679,0
680,3
681,1
682,0
683,5
684,4
685,5
686,6
687,0
688,3
689,5
690,4
691,5
692,4
693,2
694,2
695,4
696,5
697,5
698,6
699,0
700,3
701,5
702,2
703,3
704,4
705,4
706,0
707,5
708,0
709,3
710,0
711,2
712,1
713,2
714,2
715,4
716,2
717,3
718,5
719,2
720,2
721,2
722,4
723,2
724,2
725,0
726,5
727,0
728,0
729,6
730,5
731,2
732,2
733,5
734,3
735,5
736,4
737,4
738,5
739,5
740,1
741,5
742,5
743,0
744,2
745,5
746,4
747,2
748,6
749,4
750,5
751,5
752,4
753,5
754,1
755,4
756,1
757,2
758,6
759,2
760,6
761,2
762,6
763,5
764,2
765,1
766,5
767,3
768,0
769,2
770,3
771,4
772,5
773,6
774,3
775,1
776,6
777,4
778,6
779,0
780,3
781,2
782,0
783,2
784,5
785,5
786,4
787,5
788,0
789,1
790,5
791,5
792,4
793,3
794,5
795,5
796,5
797,1
798,0
799,5
800,3
801,4
802,2
803,5
804,1
805,5
806,2
807,5
808,2
809,5
810,1
811,1
812,2
813,2
814,5
815,6
816,1
817,2
818,2
819,0
820,5
821,2
822,2
823,2
824,0
825,4
826,5
827,5
828,4
829,0
830,1
831,1
832,4
833,2
834,2
835,1
836,5
837,5
838,1
839,2
840,1
841,1
842,2
843,0
844,5
845,3
846,4
847,6
848,2
849,4
850,0
851,0
852,0
853,2
854,6
855,3
856,2
857,2
858,5
859,5
860,5
861,5
862,3
863,5
864,5
865,5
866,5
867,4
868,2
869,5
870,6
871,5
872,1
873,2
874,1
875,5
876,5
877,4
878,5
879,0
880,2
881,3
882,2
883,5
884,0
885,2
886,0
887,4
888,5
889,5
890,5
891,5
892,5
893,4
894,5
895,0
896,1
897,5
898,1
899,2
900,5
901,4
902,5
903,5
904,5
905,5
906,5
907,2
908,5
909,5
910,1
911,0
912,1
913,2
914,2
915,3
916,6
917,2
918,5
919,5
920,5
921,5
922,1
923,0
924,3
925,0
926,6
927,5
928,0
929,0
930,0
931,0
932,5
933,2
934,1
935,5
936,0
937,5
938,5
939,5
940,6
941,0
942,4
943,2
944,4
945,2
946,4
947,4
948,5
949,5
950,6
951,0
952,2
953,2
954,4
955,1
956,0
957,5
958,0
959,2
960,5
961,2
962,0
963,4
964,4
965,0
966,1
967,6
968,5
969,5
970,5
971,2
972,5
973,1
974,4
975,2
976,5
977,3
978,0
979,0
980,0
981,4
982,1
983,4
984,4
985,0
986,5
987,5
988,1
989,5
990,5
991,5
992,2
993,1
994,2
995,6
996,0
997,5
998,2
999,5
1000,5
1001,5
1002,1
1003,5
1004,1
1005,6
1006,0
1007,2
1008,2
1009,2
1010,5
1011,4
1012,0
1013,0
1014,2
1015,4
1016,5
1017,5
1018,2
1019,1
1020,0
1021,2
1022,2
1023,4
1024,5
1025,5
1026,3
1027,5
1028,1
1029,5
1030,4
1031,4
1032,6
1033,5
1034,6
1035,5
1036,4
1037,5
1038,0
1039,2
1040,0
1041,6
1042,5
1043,6
1044,6
1045,2
1046,6
1047,5
1048,5
1049,2
1050,1
1051,5
1052,1
1053,2
1054,5
1055,4
1056,0
1057,5
1058,2
1059,5
1060,1
1061,4
1062,2
1063,5
1064,6
1065,2
1066,5
1067,3
1068,0
1069,2
1070,1
1071,3
1072,1
1073,4
1074,5
1075,5
1076,6
1077,2
1078,0
1079,5
1080,0
1081,3
1082,2
1083,0
1084,5
1085,2
1086,1
1087,4
1088,2
1089,6
1090,2
1091,4
1092,4
1093,0
1094,0
1095,4
1096,1
1097,3
1098,0
1099,3
1100,5
1101,6
1102,5
1103,1
1104,5
1105,5
1106,5
1107,6
1108,5
1109,6
1110,6
1111,5
1112,0
1113,5
1114,2
1115,1
1116,0
1117,2
1118,0
1119,5
1120,3
1121,5
1122,5
1123,5
1124,0
1125,5
1126,5
1127,2
1128,2
1129,5
1130,1
1131,0
1132,5
1133,3
1134,5
1135,5
1136,5
1137,5
1138,5
1139,2
1140,2
1141,4
1142,1
1143,2
1144,2
1145,2
1146,2
1147,0
1148,1
1149,2
1150,5
1151,0
1152,0
1153,0
1154,4
1155,0
1156,2
1157,5
1158,0
1159,1
1160,2
1161,0
1162,0
1163,5
1164,1
1165,4
1166,0
1167,6
1168,2
1169,4
1170,5
1171,4
1172,5
1173,3
1174,5
1175,5
1176,2
1177,3
1178,2
1179,0
1180,1
1181,4
1182,5
1183,2
1184,6
1185,5
1186,0
1187,4
1188,5
1189,1
1190,5
1191,2
1192,4
1193,0
1194,4
1195,4
1196,2
1197,2
1198,2
1199,2
1200,3
1201,5
1202,5
1203,2
1204,0
1205,5
1206,0
1207,0
1208,3
1209,5
1210,0
1211,5
1212,4
1213,5
1214,1
1215,2
1216,1
1217,4
1218,4
1219,4
1220,2
1221,6
1222,5
1223,0
1224,0
1225,1
1226,3
1227,5
1228,5
1229,1
1230,2
1231,3
1232,2
1233,5
1234,4
1235,5
1236,5
1237,5
1238,0
1239,0
1240,3
1241,5
1242,1
1243,3
1244,1
1245,2
1246,5
1247,1
1248,5
1249,5
1250,1
1251,0
1252,4
1253,4
1254,0
1255,4
1256,4
1257,5
1258,0
1259,5
1260,6
1261,0
1262,3
1263,4
1264,1
1265,5
1266,0
1267,2
1268,0
1269,1
1270,5
1271,5
1272,5
1273,0
1274,5
1275,5
1276,4
1277,0
1278,4
1279,2
1280,3
1281,0
1282,1
1283,5
1284,5
1285,1
1286,2
1287,2
1288,3
1289,3
1290,5
1291,5
1292,6
1293,0
1294,5
1295,2
1296,6
1297,5
1298,5
1299,6
1300,5
1301,2
1302,1
1303,2
1304,4
1305,5
1306,1
1307,2
1308,0
1309,5
1310,5
1311,1
1312,0
1313,1
1314,5
1315,5
1316,6
1317,5
1318,4
1319,0
1320,5
1321,4
1322,0
1323,2
1324,5
1325,0
1326,1
1327,0
1328,5
1329,2
1330,2
1331,1
1332,5
1333,2
1334,1
1335,1
1336,6
1337,2
1338,5
1339,1
1340,2
1341,3
1342,5
1343,5
1344,5
1345,5
1346,0
1347,5
1348,4
1349,1
1350,5
1351,5
1352,0
1353,2
1354,5
1355,3
1356,2
1357,2
1358,1
1359,2
1360,1
1361,1
1362,4
1363,5
1364,3
1365,2
1366,2
1367,3
1368,0
1369,0
1370,2
1371,2
1372,5
1373,2
1374,4
1375,4
1376,4
1377,2
1378,4
1379,1
1380,0
1381,5
1382,1
1383,1
1384,3
1385,3
1386,2
1387,5
1388,6
1389,5
1390,1
1391,5
1392,3
1393,5
1394,6
1395,5
1396,6
1397,0
1398,1
1399,5
1400,1
1401,4
1402,1
1403,1
1404,3
1405,0
1406,2
1407,2
1408,4
1409,5
1410,6
1411,6
1412,2
1413,5
1414,3
1415,2
1416,2
1417,5
1418,0
1419,5
1420,5
1421,5
1422,2
1423,0
1424,2
1425,2
1426,3
1427,6
1428,1
1429,0
1430,2
1431,2
1432,5
1433,3
1434,1
1435,2
1436,3
1437,1
1438,6
1439,5
1440,1
1441,3
1442,4
1443,2
1444,5
1445,2
1446,2
1447,2
1448,1
1449,5
1450,5
1451,5
1452,5
1453,5
1454,2
1455,4
1456,2
1457,4
1458,6
1459,0
1460,2
1461,6
1462,2
1463,2
1464,1
1465,5
1466,2
1467,5
1468,4
1469,3
1470,5
1471,5
1472,2
1473,0
1474,1
1475,1
1476,0
1477,6
1478,2
1479,0
1480,5
1481,2
1482,5
1483,0
1484,0
1485,2
1486,0
1487,3
1488,5
1489,0
1490,5
1491,3
1492,2
1493,4
1494,0
1495,5
1496,2
1497,1
1498,6
1499,3
1500,5
1501,5
1502,2
1503,6
1504,5
1505,6
1506,3
1507,4
1508,5
1509,2
1510,0
1511,2
1512,1
1513,3
1514,5
1515,5
1516,0
1517,2
1518,4
1519,6
1520,5
1521,5
1522,5
1523,5
1524,5
1525,0
1526,5
1527,1
1528,1
1529,5
1530,3
1531,2
1532,0
1533,2
1534,4
1535,0
1536,3
1537,4
1538,2
1539,0
1540,2
1541,5
1542,5
1543,2
1544,6
1545,2
1546,4
1547,3
1548,1
1549,5
1550,5
1551,5
1552,5
1553,0
1554,4
1555,1
1556,0
1557,0
1558,0
1559,1
1560,6
1561,0
1562,0
1563,2
1564,2
1565,5
1566,0
1567,4
1568,2
1569,6
1570,0
1571,5
1572,0
1573,5
1574,4
1575,1
1576,2
1577,1
1578,4
1579,5
1580,3
1581,5
1582,6
1583,4
1584,3
1585,0
1586,2
1587,0
1588,1
1589,5
1590,1
1591,2
1592,1
1593,5
1594,2
1595,5
1596,1
1597,3
1598,6
1599,5
1600,4
1601,4
1602,0
1603,1
1604,5
1605,4
1606,4
1607,5
1608,5
1609,4
1610,1
1611,0
1612,4
1613,3
1614,1
1615,2
1616,4
1617,2
1618,5
1619,1
1620,4
1621,0
1622,2
1623,5
1624,5
1625,1
1626,0
1627,5
1628,1
1629,2
1630,5
1631,4
1632,1
1633,4
1634,5
1635,0
1636,1
1637,2
1638,1
1639,2
1640,2
1641,5
1642,0
1643,5
1644,4
1645,0
1646,4
1647,5
1648,2
1649,0
1650,1
1651,5
1652,4
1653,2
1654,5
1655,4
1656,4
1657,4
1658,2
1659,5
1660,1
1661,1
1662,2
1663,4
1664,3
1665,5
1666,4
1667,5
1668,3
1669,3
1670,5
1671,3
1672,2
1673,1
1674,2
1675,5
1676,4
1677,4
1678,4
1679,0
1680,5
1681,5
1682,1
1683,2
1684,2
1685,0
1686,1
1687,6
1688,2
1689,0
1690,0
1691,6
1692,0
1693,5
1694,0
1695,1
1696,0
1697,4
1698,5
1699,2
1700,1
1701,3
1702,0
1703,1
1704,2
1705,5
1706,1
1707,1
1708,1
1709,5
1710,5
1711,3
1712,3
1713,2
1714,4
1715,4
1716,0
1717,1
1718,5
1719,4
1720,0
1721,5
1722,5
1723,1
1724,6
1725,2
1726,6
1727,5
1728,5
1729,5
1730,0
1731,2
1732,0
1733,5
1734,4
1735,5
1736,4
1737,5
1738,2
1739,3
1740,5
1741,1
1742,5
1743,3
1744,2
1745,5
1746,5
1747,1
1748,4
1749,4
1750,2
1751,6
1752,6
1753,6
1754,5
1755,2
1756,5
1757,0
1758,5
1759,0
1760,6
1761,2
1762,0
1763,6
1764,0
1765,2
1766,1
1767,2
1768,5
1769,5
1770,5
1771,1
1772,0
1773,2
1774,3
1775,1
1776,1
1777,5
1778,2
1779,5
1780,4
1781,2
1782,6
1783,2
1784,5
1785,1
1786,5
1787,4
1788,5
1789,2
1790,1
1791,5
1792,2
1793,1
1794,3
1795,0
1796,4
1797,1
1798,5
1799,4
1800,6
1801,2
1802,5
1803,3
1804,6
1805,6
1806,1
1807,5
1808,5
1809,0
1810,2
1811,3
1812,6
1813,3
1814,2
1815,3
1816,0
1817,0
1818,5
1819,2
1820,5
1821,2
1822,4
1823,2
1824,2
1825,3
1826,3
1827,0
1828,5
1829,2
1830,4
1831,1
1832,1
1833,2
1834,5
1835,1
1836,5
1837,6
1838,6
1839,2
1840,5
1841,5
1842,6
1843,4
1844,2
1845,5
1846,0
1847,2
1848,0
1849,2
1850,4
1851,0
1852,5
1853,5
1854,6
1855,2
1856,2
1857,4
1858,0
1859,4
1860,4
1861,2
1862,2
1863,5
1864,2
1865,2
1866,3
1867,0
1868,1
1869,5
1870,0
1871,0
1872,4
1873,3
1874,4
1875,1
1876,2
1877,3
1878,0
1879,6
1880,2
1881,3
1882,5
1883,4
1884,2
1885,0
1886,1
1887,5
1888,2
1889,0
1890,0
1891,3
1892,5
1893,4
1894,5
1895,2
1896,2
1897,4
1898,6
1899,2
1900,5
1901,2
1902,2
1903,0
1904,2
1905,1
1906,5
1907,6
1908,5
1909,3
1910,2
1911,4
1912,4
1913,6
1914,5
1915,4
1916,0
1917,1
1918,5
1919,5
1920,4
1921,1
1922,5
1923,5
1924,3
1925,4
1926,4
1927,5
1928,1
1929,6
1930,0
1931,3
1932,0
1933,0
1934,6
1935,5
1936,2
1937,5
1938,2
1939,2
1940,6
1941,5
1942,4
1943,5
1944,5
1945,1
1946,5
1947,0
1948,4
1949,2
1950,5
1951,1
1952,0
1953,4
1954,6
1955,3
1956,3
1957,1
1958,4
1959,2
1960,2
1961,4
1962,2
1963,1
1964,0
1965,0
1966,2
1967,0
1968,5
1969,5
1970,2
1971,1
1972,6
1973,2
1974,0
1975,2
1976,0
1977,0
1978,5
1979,1
1980,5
1981,4
1982,1
1983,0
1984,2
1985,1
1986,5
1987,4
1988,5
1989,0
1990,0
1991,6
1992,5
1993,3
1994,1
1995,1
1996,4
1997,6
1998,6
1999,5
2000,2
2001,2
2002,1
2003,1
2004,5
2005,2
2006,0
2007,6
2008,6
2009,3
2010,1
2011,0
2012,5
2013,2
2014,5
2015,5
2016,5
2017,5
2018,1
2019,4
2020,4
2021,4
2022,2
2023,1
2024,5
2025,2
2026,3
2027,5
2028,1
2029,1
2030,4
2031,5
2032,2
2033,4
2034,0
2035,3
2036,4
2037,4
2038,1
2039,0
2040,2
2041,0
2042,0
2043,5
2044,1
2045,3
2046,5
2047,3
2048,4
2049,5
2050,5
2051,1
2052,0
2053,5
2054,5
2055,3
2056,5
2057,2
2058,0
2059,3
2060,2
2061,5
2062,5
2063,4
2064,0
2065,1
2066,2
2067,2
2068,4
2069,1
2070,5
2071,1
2072,4
2073,3
2074,5
2075,5
2076,3
2077,5
2078,6
2079,0
2080,2
2081,1
2082,1
2083,5
2084,1
2085,5
2086,5
2087,2
2088,1
2089,1
2090,5
2091,5
2092,0
2093,4
2094,0
2095,5
2096,2
2097,3
2098,3
2099,5
2100,1
2101,4
2102,5
2103,2
2104,4
2105,3
2106,5
2107,5
2108,2
2109,5
2110,5
2111,5
2112,4
2113,5
2114,5
2115,3
2116,5
2117,6
2118,5
2119,5
2120,5
2121,2
2122,1
2123,5
2124,1
2125,0
2126,5
2127,0
2128,6
2129,1
2130,3
2131,1
2132,1
2133,5
2134,2
2135,1
2136,4
2137,4
2138,1
2139,3
2140,4
2141,0
2142,4
2143,0
2144,3
2145,6
2146,0
2147,1
2148,5
2149,2
2150,5
2151,2
2152,5
2153,0
2154,2
2155,5
2156,4
2157,5
2158,0
2159,1
2160,5
2161,2
2162,2
2163,4
2164,5
2165,1
2166,6
2167,0
2168,5
2169,5
2170,3
2171,4
2172,5
2173,2
2174,1
2175,5
2176,2
2177,3
2178,5
2179,0
2180,3
2181,2
2182,0
2183,4
2184,6
2185,5
2186,2
2187,2
2188,1
2189,1
2190,2
2191,1
2192,3
2193,5
2194,6
2195,0
2196,5
2197,5
2198,6
2199,5
2200,0
2201,1
2202,2
2203,3
2204,3
2205,2
2206,0
2207,2
2208,5
2209,5
2210,2
2211,5
2212,2
2213,2
2214,5
2215,4
2216,4
2217,2
2218,5
2219,5
2220,5
2221,1
2222,1
2223,2
2224,4
2225,5
2226,2
2227,4
2228,5
2229,0
2230,1
2231,3
2232,5
2233,6
2234,5
2235,5
2236,1
2237,5
2238,5
2239,2
2240,2
2241,2
2242,2
2243,6
2244,1
2245,3
2246,4
2247,6
2248,4
2249,4
2250,0
2251,2
2252,3
2253,1
2254,6
2255,0
2256,2
2257,2
2258,2
2259,0
2260,2
2261,1
2262,5
2263,5
2264,2
2265,5
2266,1
2267,5
2268,6
2269,1
2270,5
2271,5
2272,5
2273,5
2274,2
2275,5
2276,4
2277,0
2278,1
2279,0
2280,1
2281,1
2282,2
2283,6
2284,4
2285,5
2286,2
2287,4
2288,5
2289,5
2290,2
2291,5
2292,0
2293,0
2294,5
2295,0
2296,2
2297,1
2298,1
2299,2
2300,3
2301,4
2302,2
2303,5
2304,5
2305,2
2306,2
2307,2
2308,1
2309,6
2310,3
2311,4
2312,2
2313,4
2314,5
2315,5
2316,4
2317,5
2318,0
2319,0
2320,4
2321,1
2322,2
2323,1
2324,3
2325,0
2326,2
2327,0
2328,6
2329,4
2330,6
2331,2
2332,6
2333,0
2334,4
2335,4
2336,4
2337,0
2338,0
2339,2
2340,2
2341,5
2342,1
2343,4
2344,1
2345,2
2346,5
2347,2
2348,2
2349,0
2350,0
2351,3
2352,0
2353,3
2354,1
2355,4
2356,2
2357,5
2358,1
2359,6
2360,4
2361,4
2362,2
2363,3
2364,0
2365,2
2366,1
2367,2
2368,1
2369,6
2370,3
2371,1
2372,1
2373,6
2374,4
2375,2
2376,3
2377,0
2378,4
2379,6
2380,6
2381,0
2382,2
2383,6
2384,5
2385,2
2386,1
2387,6
2388,2
2389,4
2390,4
2391,0
2392,0
2393,4
2394,2
2395,1
2396,4
2397,6
2398,5
2399,1
2400,5
2401,6
2402,5
2403,5
2404,5
2405,6
2406,5
2407,5
2408,5
2409,1
2410,0
2411,3
2412,4
2413,5
2414,4
2415,6
2416,4
2417,5
2418,4
2419,5
2420,3
2421,0
2422,5
2423,2
2424,0
2425,6
2426,6
2427,5
2428,1
2429,2
2430,4
2431,0
2432,1
2433,5
2434,2
2435,0
2436,0
2437,6
2438,5
2439,5
2440,6
2441,2
2442,3
2443,6
2444,0
2445,6
2446,2
2447,2
2448,2
2449,0
2450,5
2451,0
2452,2
2453,1
2454,2
2455,5
2456,2
2457,0
2458,5
2459,5
2460,1
2461,1
2462,0
2463,2
2464,5
2465,2
2466,2
2467,5
2468,1
2469,4
2470,2
2471,0
2472,2
2473,4
2474,0
2475,4
2476,2
2477,4
2478,5
2479,5
2480,0
2481,2
2482,5
2483,5
2484,5
2485,4
2486,0
2487,1
2488,4
2489,0
2490,4
2491,0
2492,1
2493,2
2494,2
2495,2
2496,2
2497,1
2498,2
2499,0
2500,0
2501,5
2502,5
2503,5
2504,1
2505,0
2506,1
2507,0
2508,3
2509,1
2510,0
2511,2
2512,5
2513,1
2514,0
2515,1
2516,0
2517,5
2518,2
2519,0
2520,5
2521,0
2522,5
2523,2
2524,5
2525,5
2526,4
2527,5
2528,2
2529,4
2530,2
2531,6
2532,1
2533,5
2534,4
2535,2
2536,2
2537,2
2538,4
2539,0
2540,2
2541,1
2542,5
2543,0
2544,1
2545,1
2546,4
2547,4
2548,2
2549,3
2550,3
2551,5
2552,0
2553,5
2554,2
2555,4
2556,5
2557,3
2558,5
2559,2
2560,4
2561,3
2562,1
2563,5
2564,2
2565,0
2566,6
2567,1
2568,5
2569,5
2570,2
2571,0
2572,5
2573,5
2574,5
2575,4
2576,2
2577,5
2578,4
2579,6
2580,1
2581,4
2582,2
2583,5
2584,6
2585,1
2586,5
2587,6
2588,2
2589,5
2590,1
2591,5
2592,6
2593,2
2594,3
2595,2
2596,6
2597,5
2598,6
2599,5
2600,0
2601,0
2602,0
2603,2
2604,2
2605,4
2606,5
2607,5
2608,6
2609,3
2610,5
2611,1
2612,1
2613,1
2614,1
2615,0
2616,4
2617,3
2618,2
2619,1
2620,5
2621,2
2622,5
2623,3
2624,2
2625,4
2626,1
2627,0
2628,4
2629,2
2630,0
2631,4
2632,2
2633,4
2634,5
2635,4
2636,2
2637,4
2638,4
2639,0
2640,0
2641,6
2642,5
2643,4
2644,5
2645,1
2646,5
2647,6
2648,0
2649,5
2650,5
2651,5
2652,4
2653,3
2654,5
2655,0
2656,5
2657,1
2658,1
2659,3
2660,5
2661,5
2662,5
2663,2
2664,0
2665,5
2666,6
2667,4
2668,2
2669,1
2670,0
2671,5
2672,2
2673,3
2674,3
2675,3
2676,5
2677,3
2678,5
2679,4
2680,2
2681,4
2682,4
2683,0
2684,2
2685,0
2686,3
2687,2
2688,3
2689,1
2690,1
2691,0
2692,0
2693,6
2694,2
2695,5
2696,0
2697,5
2698,0
2699,1
2700,5
2701,5
2702,1
2703,4
2704,1
2705,0
2706,5
2707,5
2708,2
2709,2
2710,5
2711,6
2712,5
2713,1
2714,1
2715,0
2716,4
2717,1
2718,5
2719,2
2720,6
2721,4
2722,5
2723,5
2724,4
2725,0
2726,6
2727,1
2728,5
2729,5
2730,2
2731,4
2732,1
2733,1
2734,2
2735,5
2736,2
2737,5
2738,5
2739,0
2740,5
2741,1
2742,5
2743,0
2744,6
2745,0
2746,2
2747,0
2748,2
2749,3
2750,3
2751,3
2752,3
2753,2
2754,6
2755,5
2756,1
2757,5
2758,2
2759,3
2760,6
2761,3
2762,4
2763,3
2764,5
2765,6
2766,1
2767,2
2768,6
2769,4
2770,6
2771,3
2772,4
2773,4
2774,6
2775,3
2776,1
2777,3
2778,5
2779,0
2780,1
2781,4
2782,2
2783,5
2784,1
2785,5
2786,3
2787,1
2788,1
2789,4
2790,2
2791,0
2792,1
2793,1
2794,1
2795,5
2796,4
2797,2
2798,2
2799,6
2800,5
2801,2
2802,4
2803,5
2804,5
2805,4
2806,2
2807,5
2808,1
2809,3
2810,5
2811,5
2812,4
2813,6
2814,5
2815,5
2816,1
2817,2
2818,5
2819,5
2820,0
2821,2
2822,2
2823,5
2824,4
2825,4
2826,4
2827,6
2828,6
2829,6
2830,4
2831,5
2832,2
2833,1
2834,1
2835,5
2836,2
2837,2
2838,2
2839,5
2840,2
2841,2
2842,2
2843,3
2844,4
2845,3
2846,1
2847,5
2848,1
2849,6
2850,3
2851,0
2852,1
2853,5
2854,0
2855,3
2856,5
2857,0
2858,0
2859,4
2860,0
2861,5
2862,5
2863,5
2864,5
2865,5
2866,5
2867,3
2868,5
2869,4
2870,5
2871,6
2872,5
2873,6
2874,4
2875,1
2876,1
2877,1
2878,1
2879,5
2880,5
2881,5
2882,0
2883,5
2884,5
2885,5
2886,1
2887,2
2888,5
2889,1
2890,6
2891,3
2892,5
2893,2
2894,2
2895,2
2896,3
2897,2
2898,1
2899,1
2900,5
2901,2
2902,5
2903,5
2904,2
2905,0
2906,2
2907,0
2908,2
2909,2
2910,3
2911,4
2912,3
2913,5
2914,1
2915,1
2916,5
2917,2
2918,1
2919,1
2920,2
2921,1
2922,4
2923,6
2924,2
2925,0
2926,6
2927,4
2928,5
2929,5
2930,0
2931,2
2932,2
2933,4
2934,1
2935,4
2936,4
2937,1
2938,0
2939,1
2940,3
2941,2
2942,6
2943,1
2944,4
2945,2
2946,5
2947,5
2948,0
2949,5
2950,3
2951,5
2952,6
2953,6
2954,2
2955,4
2956,2
2957,6
2958,2
2959,1
2960,4
2961,1
2962,2
2963,3
2964,5
2965,0
2966,0
2967,5
2968,0
2969,5
2970,4
2971,2
2972,1
2973,5
2974,5
2975,5
2976,2
2977,4
2978,2
2979,6
2980,1
2981,0
2982,5
2983,3
2984,5
2985,5
2986,2
2987,1
2988,5
2989,5
2990,5
2991,2
2992,3
2993,2
2994,6
2995,2
2996,3
2997,6
